ID_FUNCAO_PT,Cod Programa Orçamentário,Título do Programa Orçamentário,ID_ACAO_PT,NO_ACAO_PT,ID_ANO_LANC,ID_MES_LANC,ID_GRUPO_DESPESA_NADE,NO_GRUPO_DESPESA_NADE,CO_ITEM_INFORMACAO,SALDORITEMINFORMAO,ID_PTRES,ID_UO,ID_IN_RESULTADO_LEI_CEOR,NO_IN_RESULTADO_LEI_CEOR
19,2207,PROGRAMA ESPACIAL BRASILEIRO,154L,IMPLEMENTACAO DO PLANO DE ABSORCAO E TRANSFERENCIA DE TECNOL,2023,14,3,OUTRAS DESPESAS CORRENTES,19,0,172411,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,154L,IMPLEMENTACAO DO PLANO DE ABSORCAO E TRANSFERENCIA DE TECNOL,2023,14,3,OUTRAS DESPESAS CORRENTES,13,0,172411,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,154L,IMPLEMENTACAO DO PLANO DE ABSORCAO E TRANSFERENCIA DE TECNOL,2022,14,3,OUTRAS DESPESAS CORRENTES,20,0,172411,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,154L,IMPLEMENTACAO DO PLANO DE ABSORCAO E TRANSFERENCIA DE TECNOL,2022,14,3,OUTRAS DESPESAS CORRENTES,19,0,172411,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,154L,IMPLEMENTACAO DO PLANO DE ABSORCAO E TRANSFERENCIA DE TECNOL,2022,14,3,OUTRAS DESPESAS CORRENTES,13,0,172411,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,154L,IMPLEMENTACAO DO PLANO DE ABSORCAO E TRANSFERENCIA DE TECNOL,2023,14,3,OUTRAS DESPESAS CORRENTES,20,0,172411,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,154L,IMPLEMENTACAO DO PLANO DE ABSORCAO E TRANSFERENCIA DE TECNOL,2021,14,3,OUTRAS DESPESAS CORRENTES,20,0,172411,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,154L,IMPLEMENTACAO DO PLANO DE ABSORCAO E TRANSFERENCIA DE TECNOL,2021,14,3,OUTRAS DESPESAS CORRENTES,13,0,172411,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,154L,IMPLEMENTACAO DO PLANO DE ABSORCAO E TRANSFERENCIA DE TECNOL,2020,14,3,OUTRAS DESPESAS CORRENTES,20,0,172411,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,154L,IMPLEMENTACAO DO PLANO DE ABSORCAO E TRANSFERENCIA DE TECNOL,2020,14,3,OUTRAS DESPESAS CORRENTES,19,0,172411,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,154L,IMPLEMENTACAO DO PLANO DE ABSORCAO E TRANSFERENCIA DE TECNOL,2020,14,3,OUTRAS DESPESAS CORRENTES,9,0,172411,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,154L,IMPLEMENTACAO DO PLANO DE ABSORCAO E TRANSFERENCIA DE TECNOL,2021,14,3,OUTRAS DESPESAS CORRENTES,19,0,172411,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,154L,IMPLEMENTACAO DO PLANO DE ABSORCAO E TRANSFERENCIA DE TECNOL,2020,14,3,OUTRAS DESPESAS CORRENTES,13,0,172411,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,154L,IMPLEMENTACAO DO PLANO DE ABSORCAO E TRANSFERENCIA DE TECNOL,2020,14,3,OUTRAS DESPESAS CORRENTES,13,0,188108,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,154L,IMPLEMENTACAO DO PLANO DE ABSORCAO E TRANSFERENCIA DE TECNOL,2020,14,3,OUTRAS DESPESAS CORRENTES,20,0,188108,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,154L,IMPLEMENTACAO DO PLANO DE ABSORCAO E TRANSFERENCIA DE TECNOL,2020,14,3,OUTRAS DESPESAS CORRENTES,19,0,188108,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2020,14,4,INVESTIMENTOS,20,0,172415,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2020,14,4,INVESTIMENTOS,19,0,172415,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2020,14,4,INVESTIMENTOS,13,0,172415,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2020,14,3,OUTRAS DESPESAS CORRENTES,20,0,172415,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2020,14,3,OUTRAS DESPESAS CORRENTES,13,0,172415,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2020,14,3,OUTRAS DESPESAS CORRENTES,19,0,172415,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2020,14,4,INVESTIMENTOS,19,0,188111,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2020,14,4,INVESTIMENTOS,13,0,188111,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2020,14,3,OUTRAS DESPESAS CORRENTES,19,0,188111,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2020,14,3,OUTRAS DESPESAS CORRENTES,9,0,188111,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2020,14,3,OUTRAS DESPESAS CORRENTES,13,0,188111,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2020,14,3,OUTRAS DESPESAS CORRENTES,20,0,188111,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2021,14,4,INVESTIMENTOS,19,0,172416,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2021,14,4,INVESTIMENTOS,13,0,172416,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2021,14,3,OUTRAS DESPESAS CORRENTES,20,0,172416,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2021,14,3,OUTRAS DESPESAS CORRENTES,19,0,172416,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2021,14,3,OUTRAS DESPESAS CORRENTES,13,0,172416,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,20,0,172416,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,19,0,172416,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,13,0,172416,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,4,INVESTIMENTOS,20,0,178790,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,4,INVESTIMENTOS,19,0,178790,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,4,INVESTIMENTOS,13,0,178790,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2022,14,3,OUTRAS DESPESAS CORRENTES,20,0,172416,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,20,0,178790,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2023,14,4,INVESTIMENTOS,20,0,172416,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2022,14,4,INVESTIMENTOS,20,0,172416,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2023,14,3,OUTRAS DESPESAS CORRENTES,20,0,172416,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,19,0,178790,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,13,0,178790,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AG,DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS,2023,14,4,INVESTIMENTOS,13,0,216167,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AG,DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS,2023,14,3,OUTRAS DESPESAS CORRENTES,20,0,216167,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AG,DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS,2023,14,4,INVESTIMENTOS,20,0,204512,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AG,DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS,2023,14,4,INVESTIMENTOS,19,0,216167,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AG,DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS,2022,14,4,INVESTIMENTOS,20,0,204512,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AG,DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS,2022,14,3,OUTRAS DESPESAS CORRENTES,20,0,204512,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AG,DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS,2023,14,3,OUTRAS DESPESAS CORRENTES,20,0,204512,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AG,DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS,2023,14,4,INVESTIMENTOS,20,0,216167,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AG,DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS,2020,14,3,OUTRAS DESPESAS CORRENTES,19,0,190190,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AG,DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS,2020,14,3,OUTRAS DESPESAS CORRENTES,13,0,190190,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AG,DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS,2020,14,4,INVESTIMENTOS,19,0,190184,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AG,DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS,2020,14,4,INVESTIMENTOS,13,0,190184,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AG,DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS,2020,14,3,OUTRAS DESPESAS CORRENTES,19,0,190181,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AG,DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS,2020,14,3,OUTRAS DESPESAS CORRENTES,13,0,190181,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AG,DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS,2020,14,3,OUTRAS DESPESAS CORRENTES,20,0,188110,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AG,DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS,2020,14,3,OUTRAS DESPESAS CORRENTES,19,0,188110,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AG,DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS,2020,14,3,OUTRAS DESPESAS CORRENTES,13,0,188110,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AG,DESENVOLVIMENTO DE MISSOES E APLICACOES ESPACIAIS,2020,14,3,OUTRAS DESPESAS CORRENTES,20,0,190184,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2020,14,4,INVESTIMENTOS,20,0,178789,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2020,14,4,INVESTIMENTOS,19,0,178789,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2020,14,4,INVESTIMENTOS,13,0,178789,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2021,14,3,OUTRAS DESPESAS CORRENTES,20,0,178789,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2021,14,3,OUTRAS DESPESAS CORRENTES,19,0,178789,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2021,14,3,OUTRAS DESPESAS CORRENTES,13,0,178789,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2020,14,3,OUTRAS DESPESAS CORRENTES,19,0,178789,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2020,14,3,OUTRAS DESPESAS CORRENTES,13,0,178789,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2020,14,3,OUTRAS DESPESAS CORRENTES,20,0,178789,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2022,14,3,OUTRAS DESPESAS CORRENTES,20,0,178789,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2022,14,4,INVESTIMENTOS,20,0,178789,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2022,14,4,INVESTIMENTOS,19,0,178789,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2022,14,4,INVESTIMENTOS,13,0,178789,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2023,14,3,OUTRAS DESPESAS CORRENTES,20,0,178789,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2023,14,3,OUTRAS DESPESAS CORRENTES,19,0,178789,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AH,"GOVERNANCA, ESTUDOS ESTRATEGICOS E REGULACAO DE ATIVIDADES E",2023,14,3,OUTRAS DESPESAS CORRENTES,13,0,178789,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,13,0,172419,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,19,0,172419,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,20,0,172419,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,19,0,190191,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,13,0,190191,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,19,0,190189,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,13,0,190189,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,20,0,190187,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,19,0,190187,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,13,0,190187,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,20,0,190185,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,19,0,190185,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,13,0,190185,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,18,0,190182,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,19,0,190182,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,20,0,190192,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,13,0,190182,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,20,0,188112,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,19,0,188112,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,13,0,188112,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,4,INVESTIMENTOS,20,0,172429,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2021,14,3,OUTRAS DESPESAS CORRENTES,20,0,172429,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2021,14,3,OUTRAS DESPESAS CORRENTES,19,0,172429,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2021,14,3,OUTRAS DESPESAS CORRENTES,13,0,172429,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2021,14,4,INVESTIMENTOS,13,0,172429,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2020,14,3,OUTRAS DESPESAS CORRENTES,20,0,172429,24205,2,PRIMARIO DISCRICIONARIO
19,2207,PROGRAMA ESPACIAL BRASILEIRO,21AI,FUNCIONAMENTO E ATUALIZACAO DE INFRAESTRUTURAS E APLICACOES,2021,14,4,INVESTIMENTOS,19,0,172429,24205,2,PRIMARIO DISCRICIONARIO
